test_id,model,persona_level,persona_id,run_number,ab_order,Option_1_is,option_selected_by_llm,true_variant_chosen,chose_option_1
UI-01,claude-3.5-sonnet,B4,B-19,7,original,Variant_A,Option_1,A,1
UI-01,llama-3.3-70b,B5,I-03,4,original,Variant_A,Option_2,B,0
UI-01,llama-3.3-70b,B5,I-03,5,swapped,Variant_B,Option_2,A,0
UI-01,llama-3.3-70b,B5,I-03,6,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B4,B-19,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B4,B-20,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-04,4,original,Variant_A,Option_2,B,0
UI-01,llama-3.3-70b,B5,I-03,7,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B4,B-19,9,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B4,B-20,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-04,5,swapped,Variant_B,Option_1,B,1
UI-01,llama-3.3-70b,B5,I-03,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B4,B-20,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-04,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B4,B-20,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-04,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-04,9,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B4,B-20,9,swapped,Variant_B,Option_1,B,1
UI-01,llama-3.3-70b,B5,I-04,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B4,B-20,4,original,Variant_A,Option_1,A,1
UI-01,llama-3.3-70b,B5,I-04,5,swapped,Variant_B,Option_1,B,1
UI-01,claude-3.5-sonnet,B4,B-20,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-05,4,original,Variant_A,Option_2,B,0
UI-01,llama-3.3-70b,B5,I-04,7,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B4,B-20,7,original,Variant_A,Option_1,A,1
UI-01,llama-3.3-70b,B5,I-04,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-01,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B4,B-20,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-05,5,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-01,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-05,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-05,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-01,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-01,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-05,9,swapped,Variant_B,Option_1,B,1
UI-01,llama-3.3-70b,B5,I-05,4,original,Variant_A,Option_1,A,1
UI-01,llama-3.3-70b,B5,I-05,5,swapped,Variant_B,Option_2,A,0
UI-01,llama-3.3-70b,B5,I-05,6,swapped,Variant_B,Option_2,A,0
UI-01,claude-3.5-sonnet,B5,I-01,4,original,Variant_A,Option_1,A,1
UI-01,llama-3.3-70b,B5,I-05,7,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-06,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-01,5,swapped,Variant_B,Option_2,A,0
COPY-04,llama-3.3-70b,B5,I-06,5,swapped,Variant_B,Option_1,B,1
UI-01,llama-3.3-70b,B5,I-05,8,swapped,Variant_B,Option_2,A,0
UI-01,claude-3.5-sonnet,B5,I-01,7,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-02,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-06,6,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-01,8,swapped,Variant_B,Option_2,A,0
COPY-04,llama-3.3-70b,B5,I-06,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-02,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-06,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-06,9,swapped,Variant_B,Option_1,B,1
UI-01,llama-3.3-70b,B5,I-06,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-01,9,original,Variant_A,Option_1,A,1
UI-01,llama-3.3-70b,B5,I-06,5,swapped,Variant_B,Option_1,B,1
UI-01,llama-3.3-70b,B5,I-06,6,swapped,Variant_B,Option_1,B,1
UI-01,llama-3.3-70b,B5,I-06,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-02,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-02,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-07,4,original,Variant_A,Option_2,B,0
UI-01,llama-3.3-70b,B5,I-06,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-07,5,swapped,Variant_B,Option_1,B,1
UI-01,claude-3.5-sonnet,B5,I-02,4,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-07,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-07,8,swapped,Variant_B,Option_1,B,1
UI-01,claude-3.5-sonnet,B5,I-02,5,swapped,Variant_B,Option_1,B,1
UI-01,claude-3.5-sonnet,B5,I-02,6,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-08,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-02,7,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-08,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-08,6,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-03,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-08,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-08,8,swapped,Variant_B,Option_1,B,1
UI-01,claude-3.5-sonnet,B5,I-02,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-08,9,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-03,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-09,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-02,9,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-09,5,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-03,6,swapped,Variant_B,Option_2,A,0
COPY-04,llama-3.3-70b,B5,I-09,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-03,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-09,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-03,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-03,9,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-10,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-10,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-03,5,swapped,Variant_B,Option_2,A,0
COPY-04,llama-3.3-70b,B5,I-10,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-10,6,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-03,4,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-10,8,swapped,Variant_B,Option_1,B,1
UI-01,claude-3.5-sonnet,B5,I-03,6,original,Variant_A,Option_1,A,1
UI-01,claude-3.5-sonnet,B5,I-03,7,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-11,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-11,5,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-04,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-11,6,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-03,8,swapped,Variant_B,Option_2,A,0
COPY-04,llama-3.3-70b,B5,I-11,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-11,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-04,5,swapped,Variant_B,Option_1,B,1
UI-01,claude-3.5-sonnet,B5,I-03,9,swapped,Variant_B,Option_2,A,0
COPY-04,llama-3.3-70b,B5,I-12,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-12,5,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-04,6,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-12,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-04,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-12,9,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-12,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-04,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-04,9,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-13,4,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-13,5,swapped,Variant_B,Option_2,A,0
UI-01,claude-3.5-sonnet,B5,I-04,4,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-13,7,original,Variant_A,Option_1,A,1
UI-01,claude-3.5-sonnet,B5,I-04,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-13,8,swapped,Variant_B,Option_2,A,0
COPY-04,llama-3.3-70b,B5,I-13,9,swapped,Variant_B,Option_2,A,0
UI-01,claude-3.5-sonnet,B5,I-04,7,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-14,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-14,5,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-05,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-14,7,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-04,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-14,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-05,5,swapped,Variant_B,Option_1,B,1
UI-01,claude-3.5-sonnet,B5,I-04,9,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-15,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-15,4,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-05,6,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-15,6,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-05,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-15,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-15,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-15,9,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-05,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-05,9,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-16,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-16,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-05,4,original,Variant_A,Option_1,A,1
UI-01,claude-3.5-sonnet,B5,I-05,5,swapped,Variant_B,Option_2,A,0
COPY-04,llama-3.3-70b,B5,I-16,6,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-16,7,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-05,7,original,Variant_A,Option_1,A,1
UI-01,claude-3.5-sonnet,B5,I-05,6,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-16,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-16,9,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-17,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-17,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-05,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-06,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-17,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-06,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-17,8,swapped,Variant_B,Option_1,B,1
UI-01,claude-3.5-sonnet,B5,I-05,9,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-18,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-18,5,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-06,6,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-18,6,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-06,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-18,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-18,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-06,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-18,9,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-19,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-19,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-19,6,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-06,4,original,Variant_A,Option_1,A,1
UI-01,claude-3.5-sonnet,B5,I-06,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-19,7,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-19,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-20,4,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-06,7,original,Variant_A,Option_1,A,1
COPY-04,llama-3.3-70b,B5,I-20,5,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-20,6,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-07,4,original,Variant_A,Option_2,B,0
COPY-04,llama-3.3-70b,B5,I-20,7,original,Variant_A,Option_2,B,0
UI-01,claude-3.5-sonnet,B5,I-06,8,swapped,Variant_B,Option_1,B,1
COPY-04,llama-3.3-70b,B5,I-20,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-07,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-01,4,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-01,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-07,6,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-01,6,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-01,7,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-07,7,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-01,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-07,8,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-01,9,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-07,9,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-02,4,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-02,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-08,4,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-08,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-02,6,swapped,Variant_B,Option_2,A,0
REC-03,llama-3.3-70b,B3,D-02,7,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-02,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-08,6,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-08,7,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-03,4,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-03,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-08,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-08,9,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-03,7,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-03,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-09,4,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-03,9,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-09,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-04,4,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-04,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-09,6,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-04,7,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-09,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-09,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-09,9,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-10,4,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-04,8,swapped,Variant_B,Option_2,A,0
REC-03,llama-3.3-70b,B3,D-05,4,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-05,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-10,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-05,6,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-05,7,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-05,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-10,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-10,8,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-06,4,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-05,9,swapped,Variant_B,Option_2,A,0
REC-03,llama-3.3-70b,B3,D-06,6,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-11,4,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-06,5,swapped,Variant_B,Option_2,A,0
REC-03,llama-3.3-70b,B3,D-06,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-11,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-06,7,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-07,4,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-11,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-11,8,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-07,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-11,9,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-12,4,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-07,7,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-07,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-12,6,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-12,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-08,4,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-08,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-12,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-12,7,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-08,7,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-08,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-13,4,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-09,4,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-09,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-13,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-09,7,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-09,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-13,7,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-10,4,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-13,8,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-10,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-14,4,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-10,7,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B3,D-10,8,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-14,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-11,4,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-14,7,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B3,D-11,5,swapped,Variant_B,Option_2,A,0
REC-03,llama-3.3-70b,B3,D-11,6,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-14,8,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-11,8,swapped,Variant_B,Option_2,A,0
REC-03,llama-3.3-70b,B3,D-11,7,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-14,9,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B3,D-17,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-15,4,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-15,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B4,B-14,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B4,B-13,9,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-15,6,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B4,B-16,9,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-15,7,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B4,B-17,4,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B4,B-17,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-15,8,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B4,B-18,7,original,Variant_A,Option_1,A,1
REC-03,llama-3.3-70b,B4,B-18,6,original,Variant_A,Option_1,A,1
COPY-04,claude-3.5-sonnet,B5,I-16,4,original,Variant_A,Option_2,B,0
REC-03,llama-3.3-70b,B4,B-19,6,swapped,Variant_B,Option_2,A,0
REC-03,llama-3.3-70b,B4,B-20,5,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-16,5,swapped,Variant_B,Option_1,B,1
REC-03,llama-3.3-70b,B5,I-05,8,swapped,Variant_B,Option_2,A,0
REC-03,llama-3.3-70b,B5,I-05,5,swapped,Variant_B,Option_2,A,0
REC-03,llama-3.3-70b,B5,I-05,9,swapped,Variant_B,Option_2,A,0
UI-01,llama-3.3-70b,B3,D-01,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-16,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-16,7,original,Variant_A,Option_2,B,0
REC-06,llama-3.3-70b,B4,B-01,6,swapped,Variant_B,Option_2,A,0
UI-09,llama-3.3-70b,B3,D-08,8,swapped,Variant_B,Option_2,A,0
UI-09,llama-3.3-70b,B3,D-08,5,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-17,4,original,Variant_A,Option_2,B,0
REC-06,llama-3.3-70b,B5,I-10,4,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-17,5,swapped,Variant_B,Option_1,B,1
UI-09,llama-3.3-70b,B5,I-06,5,swapped,Variant_B,Option_2,A,0
UI-09,llama-3.3-70b,B5,I-06,6,original,Variant_A,Option_1,A,1
UI-09,llama-3.3-70b,B5,I-20,6,swapped,Variant_B,Option_2,A,0
COPY-04,claude-3.5-sonnet,B5,I-17,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-17,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-18,4,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-18,5,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-18,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-18,6,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-18,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-18,9,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-19,4,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-19,5,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-19,6,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-19,7,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-19,9,original,Variant_A,Option_2,B,0
COPY-04,claude-3.5-sonnet,B5,I-19,8,swapped,Variant_B,Option_1,B,1
COPY-04,claude-3.5-sonnet,B5,I-20,4,original,Variant_A,Option_2,B,0
